"","Country Name","Country Code","Series Name","Series Code","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"21","India","IND","Short-term debt (% of total external debt)","DT.DOD.DSTC.ZS","3.4088","3.4897","3.447","3.4417","3.4113","3.4209","2.8025","3.9406","3.8371","6.1331","7.104","8.8966","10.8908","11.2074","11.193","11.0132","10.6186","10.7238","10.1748","10.2358","8.3321","7.2229","3.9702","4.3555","5.3822","7.1579","5.3647","4.4023","3.9416","3.4232","2.7557","3.8707","5.3219","5.5514","7.2741","15.7322","17.6876","19.295","18.1821","19.4361","23.3409","23.7785","21.6985","18.7044","17.0339","18.4264","19.0838","19.9458","19.0381","18.3511"
"22","India","IND","Population, total","SP.POP.TOTL","567868021","581087255","594770136","608802595","623102900","637630085","652408766","667499815","682995348","698952837","715384997","732239498","749428958","766833411","784360012","801975250","819682095","837468938","855334675","873277799","891273202","909307018","927403866","945601828","963922586","982365248","1000900028","1019483586","1038058154","1056575548","1075000094","1093317187","1111523146","1129623466","1147609924","1165486291","1183209471","1200669762","1217726217","1234281163","1250287939","1265780243","1280842119","1295600768","1310152392","1324517250","1338676779","1352642283","1366417756","1380004385"
"23","India","IND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","1.64293038388746","-0.553301312377599","3.29552113522355","1.18533626034041","9.14991201480568","1.66310363661293","7.2547645858358","5.71253208900177","-5.23818270278925","6.73582152799834","6.00620362381754","3.47573324031229","7.28889290124583","3.82073785597366","5.25429922330882","4.77656417048958","3.96535563390586","9.62778291984819","5.94734332826501","5.53345456306511","1.05683143294308","5.48239602167047","4.75077621965234","6.65892406734025","7.57449184032379","7.5495222488198","4.0498208490926","6.18441582090618","8.84575556105509","3.84099115681285","4.82396626390641","3.8039753213758","7.86038147553259","7.92293661286503","7.92343062149763","8.06073257303272","7.66081506504928","3.08669805953289","7.86188883303498","8.49758470158106","5.2413150014405","5.45638875293319","6.38610640092348","7.41022760516408","7.99625378566586","8.25630550178155","6.79538341898569","6.53298901141864","4.04155418650819","-7.9646104111382"
"24","India","IND","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","-0.62635013864319","-2.81562795810514","0.919173975240639","-1.14691247535107","6.64490516515872","-0.653096224319356","4.82517744024528","3.32254940163699","-7.38810198316025","4.29898229110574","3.57127570913673","1.09395534641537","4.82803505303571","1.46436797625853","2.90238163725327","2.47516632225742","1.71948684061537","7.29941935344517","3.7343763726678","3.36507256189454","-0.983573690265004","3.39041819301815","2.70672729487779","4.60628944919065","5.52988134918675","5.53041632957574","2.12301449028875","4.2488434613293","6.89811623045533","2.02108859495532","3.02737666441584","2.06487609899125","6.09370510002513","6.19365269939453","6.23194973457434","6.40328423693353","6.04817414971588","1.5875983042843","6.35108827096114","7.0423476699315","3.89396604075158","4.16567305221214","5.13507450638791","6.18667951273602","6.79675906421701","7.08222758310006","5.66578114881196","5.43307745100874","2.99266440570658","-8.87073122264151"
"25","Russian Federation","RUS","Claims on central government, etc. (% GDP)","FS.AST.CGOV.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","7.71614739078157","7.46872258898481","5.17253110003787","-0.0369996439911228","-6.43921842043587","-11.0148895447307","-15.4194990907145","-19.0593520458866","-13.3325710783091","-7.1664965354681","-7.42788701467212","-7.63765098365133","-6.85983692695966","-10.4426544350247","-6.90235908212316","-3.11051367675005","-2.42590687171179","-5.73082821000804","-8.14889436086458","-6.90099235736436"
"26","Russian Federation","RUS","Consumer price index (2010 = 100)","FP.CPI.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.0535957841067369","0.522154632964089","2.12894263118429","6.33177914447035","9.35533109407781","10.7363023210616","13.7087206048547","25.4634679089422","30.7595536540074","37.3657852105702","43.2653684455772","49.1768425137193","54.5315199244747","61.4490089758499","67.3903013768283","73.4603471089942","83.8261661028972","93.5896759401721","100","108.440464859326","113.943539767608","121.638956306017","131.155272814079","151.529464141176","162.200847296653","168.175238863746","173.015822116403","180.750263654162","186.862621885623"
"27","Russian Federation","RUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.42703232125367","4.18132464712269","4.5237006553879","3.78442996742671","3.75655882080282","4.03980929678188","2.73264908865687","3.07328792235108","3.30702983667541","3.54631922908818","3.75627739108018","3.67083808960104","3.30035364660483","3.33010319224077","3.24525437911028","3.11854207894397","3.14948601738606","3.92406339875413","3.58508572056051","3.43304383760131","3.68924043459907","3.85404258314373","4.11299297822323","4.87151474680202","5.42514770504505","4.24899605173948","3.69251875943369","3.83211568128629","4.26344983553312"
"28","Russian Federation","RUS","Primary school starting age (years)","SE.PRM.AGES","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"29","Russian Federation","RUS","Short-term debt (% of total external debt)","DT.DOD.DSTC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","16.4594","7.3744","8.0627","8.4868","9.5461","4.7373","8.5242","8.6786","10.657","13.4405","11.7868","16.3833","12.3471","10.8595","13.0433","24.0825","17.6974","13.063","14.409","12.8382","13.8385","12.5651","11.1552","8.6678","8.521","9.9235","10.2355","11.9155","12.0646"
"30","Russian Federation","RUS","Population, total","SP.POP.TOTL","131155000","131909000","132669000","133432000","134200000","135147000","136100000","137060000","138027000","139010000","139941000","140823000","141668000","142745000","143858000","144894000","145908000","146857000","147721000","147969407","148394216","148538197","148458777","148407912","148375787","148160129","147915361","147670784","147214776","146596869","145976482","145306497","144648618","144067316","143518814","143049637","142805114","142742366","142785349","142849468","142960908","143201721","143506995","143819667","144096870","144342397","144496739","144477859","144406261","144104080"
"31","Russian Federation","RUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-2.9999956422359","-5.04693945126729","-14.5310737737734","-8.66854034149263","-12.5697559797978","-4.14352840564905","-3.75506943900625","1.39991580461016","-5.29996162531226","6.39991468973531","10.000066815788","5.10005122527505","4.69999190873524","7.29995234453868","7.19994786994475","6.39996544785382","8.200068255056","8.49997776846357","5.19996926498843","-7.79999391343111","4.50000000003065","4.3000291857941","4.02408615720979","1.75542214909368","0.736267221415574","-1.97271922637542","0.193690071729534","1.82579006355112","2.80724541049418","2.03298273919678","-2.95127389914892"
"32","Russian Federation","RUS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-3.16283660085705","-5.31876213941464","-14.6139204873834","-8.61968136075284","-12.5397903310522","-4.12277441867944","-3.61497784098323","1.56771078157433","-5.14311644132803","6.7294958202182","10.4637179957182","5.54671704833198","5.18274681321141","7.78796520165758","7.63249250134936","6.80660616778128","8.55494495721565","8.6857606113937","5.24621403349268","-7.82774909202175","4.45309443157595","4.21872587417505","3.84915563203991","1.53896381728107","-1.04525746317218","-2.18388838737465","0.0102484619192325","1.70938991615724","2.81552569192898","2.07881130890352","-2.7715653324851"
"33","South Africa","ZAF","Claims on central government, etc. (% GDP)","FS.AST.CGOV.GD.ZS","12.8824864195833","13.7257887684249","12.3462862764388","12.1039584166333","14.5572269921238","16.2942599516164","17.2805454185408","16.4810668503801","16.4337955046457","12.8271028037383","13.5019268465057","12.238911136425","12.1758907485368","11.6768036177522","13.2436434885628","12.3469592777191","11.353950060719","11.1577264177539","9.32163125755604","10.7330476868994","..","12.0107473359689","14.6043829348985","16.044277587343","15.6165428201536","15.9162069362176","17.7441307776657","17.6540993464258","15.8176382714408","16.0825235331662","30.3224311239065","34.6142289104582","31.5847598793988","30.2336161712789","25.1128278558521","20.0935774370628","16.4510010741339","14.835062176986","20.2674260497134","20.5649704119708","16.7741469142541","19.1470774807671","18.0548689793399","20.1746758713212","16.5950628266886","19.7263914032773","21.1404484358149","21.001815062924","22.1461239509862","-0.544275674855546"
"34","South Africa","ZAF","Consumer price index (2010 = 100)","FP.CPI.TOTL","2.48662797302094","2.64641107561235","2.89607277245296","3.23561188025086","3.67002331085079","4.07447461838836","4.52885859661578","5.03317453555792","5.70226718731511","6.481210980949","7.46987031120577","8.56338740977399","9.61695870311206","10.7254555673885","12.4730855520057","14.7999305407644","17.1916873742752","19.3887066619335","22.2448349307774","25.4305123654005","29.3302260087564","33.3997077268962","36.6453070642527","39.9208638031002","43.3861649508934","46.5768394272867","50.5814093006745","54.0616897408591","56.862889598864","59.898771742989","63.3141427050053","69.3256348361141","73.2629274642054","72.7559259259259","74.2567731629393","76.6655898710212","81.4018459353923","89.5870311205774","96.0951366702165","100","105.017157732813","111.028280676843","117.441722873033","124.64797065436","130.268607265412","138.859306590936","146.053721453082","152.632824517809","158.927937522187","164.05159152763"
"35","South Africa","ZAF","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.45819303358705","2.37266886068014","2.64690982776089","3.0851992816305","3.87495470832159","4.72799061209406","5.2633345592313","4.56219888726238","3.86307372855086","3.30463366071471","3.63812916270383","3.61409329641932","3.60464820498906","3.69560695941547","3.69833382968385","3.82057632450885","4.19217049247912","4.62375902257971","4.35788474069836","3.89635147817926","3.22263389360805","2.81765061454765","2.49552369800039","2.56196590060566","2.11786404667743","1.75587879819291","1.58213355671958","1.38316672312245","1.27205293062738","1.38728913141799","1.48316101798605","1.52930955872386","1.4688112381823","1.35572857797827","1.38376969035915","1.29074698271175","1.17751725288717","1.14584331442431","1.21400204252781","1.11580825092212","1.10325767555138","1.1327931119157","1.12327426203249","1.10943788284507","1.09918207478519","1.06519964469914","1.03006055246802","0.984961398491524","0.978057396964981","1.07419344292801"
"36","South Africa","ZAF","Primary school starting age (years)","SE.PRM.AGES","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"37","South Africa","ZAF","Short-term debt (% of total external debt)","DT.DOD.DSTC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","35.7113","38.1457","41.5815","35.6728","43.9905","42.0492","35.8201","32.5308","22.9471","21.664","26.2715","33.7079","36.3258","33.8857","35.2716","26.6014","20.0407","17.2456","18.844","19.251","19.6882","23.309","20.6929","18.8073","21.1115","18.6343","16.2724"
"38","South Africa","ZAF","Population, total","SP.POP.TOTL","22665265","23281517","23913090","24552540","25195184","25836890","26480915","27138966","27827325","28556771","29333095","30150448","30993762","31841588","32678876","33495956","34297727","35100905","35930056","36800507","37718952","38672611","39633754","40564061","41435761","42241007","42987456","43682259","44338551","44967713","45571272","46150913","46719203","47291610","47880595","48489464","49119766","49779472","50477013","51216967","52003759","52832659","53687125","54544184","55386369","56207649","57009751","57792520","58558267","59308690"
