"","brazil_claims_on_central_government","brazil_consumer_price_index","brazil_military_expenditure","brazil_short_term_debt","brazil_population_total","brazil_gdp_growth","brazil_gdp_per_capita_growth","china_claims_on_central_government","china_consumer_price_index","china_military_expenditure","china_short_term_debt","china_population_total","china_gdp_growth","china_gdp_per_capita_growth","india_claims_on_central_government","india_consumer_price_index","india_military_expenditure","india_short_term_debt","india_population_total","india_gdp_growth","india_gdp_per_capita_growth","south_africa_claims_on_central_government","south_africa_consumer_price_index","south_africa_military_expenditure","south_africa_short_term_debt","south_africa_population_total","south_africa_gdp_growth","south_africa_gdp_per_capita_growth"
"23",43.5954016416559,69.8241962003048,1.50347763554507,10.4253,181809244,1.14082899810009,-0.122933724505998,9.58980851059559,81.8682148167155,1.98340627424446,42.5137,1288400000,10.038030481108,9.35477664390774,24.7904939967867,61.0535954523922,2.67777693222748,5.3219,1111523146,7.86038147553259,6.09370510002513,31.5847598793988,73.2629274642054,1.4688112381823,21.664,46719203,2.9490791374903,1.69681179502203
"24",41.0136706477949,74.430627668128,1.46126840890621,11.4489,184006479,5.75996463871775,4.49707706450926,9.66089622771979,84.9993772047539,1.92776497620508,46.797,1296075000,10.1136213780461,9.4615587704991,22.1425279945357,63.353638086215,2.82875224798105,5.5514,1129623466,7.92293661286503,6.19365269939453,30.2336161712789,72.7559259259259,1.35572857797827,26.2715,47291610,4.55455274472709,3.28904797817442
"25",40.5501532454311,79.5436673306746,1.52401339252107,12.7375,186127108,3.20213137990235,2.0263035544035,8.11304665307943,86.5093181065059,1.85334243982047,51.8626,1303720000,11.3945918097286,10.7413751264029,19.0851144286301,66.0438512553292,2.75490766621496,7.2741,1147609924,7.92343062149763,6.23194973457434,25.1128278558521,74.2567731629393,1.38376969035915,33.7079,47880595,5.2770563116366,3.98203048725598
"26",41.2779157718603,82.8714308457339,1.48108489489303,10.4594,188167353,3.96198872184988,2.83475849674375,6.99526826952354,87.9362296125359,1.85464883982163,53.1106,1311020000,12.7209556651735,12.0933046939024,17.654917483278,69.8720985315016,2.52680863026345,15.7322,1165486291,8.06073257303272,6.40328423693353,20.0935774370628,76.6655898710212,1.29074698271175,36.3258,48489464,5.60379765712011,4.27775951663472
"27",38.4430157548754,85.8890058743968,1.46629209992902,16.4592,190130445,6.0698706077184,4.97470189641052,10.443758494022,92.1719134940608,1.73981285883451,53.9206,1317885000,14.2308609330803,13.6358205006408,16.220405583744,74.3249644718144,2.4782482091706,17.6876,1183209471,7.66081506504928,6.04817414971588,16.4510010741339,81.4018459353923,1.17751725288717,33.8857,49119766,5.36047589053663,4.00849634986136
"28",31.3432519538229,90.7662937251917,1.44192409343118,13.9353,192030362,5.09419544732717,4.05441066302465,9.22007414432906,97.6333310615016,1.71233436060411,48.4383,1324655000,9.65067891955702,9.09028010153618,19.4857517692783,80.5305542396969,2.63146214095939,19.295,1200669762,3.08669805953289,1.5875983042843,14.835062176986,89.5870311205774,1.14584331442431,35.2716,49779472,3.19104674115678,1.8235000407534
"29",34.43971960458,95.2029817480311,1.53862569660074,14.126,193886505,-0.125811999414864,-1.08194236515625,9.3218833378786,96.9223990713835,1.88613315154918,52.9154,1331260000,9.39872563237978,8.85594767555551,23.1559644186145,89.2941733775462,3.12938717929943,18.1821,1217726217,7.86188883303498,6.35108827096114,20.2674260497134,96.0951366702165,1.21400204252781,26.6014,50477013,-1.53808933379921,-2.89873283360402
"30",31.5422578826055,100,1.53940698112515,18.5865,195713637,7.52822583005563,6.52437006747878,8.39665944385464,100,1.73947515006373,68.9759,1337705000,10.6358710646812,10.1028326227139,22.8378948527968,100,2.88946132772858,19.4361,1234281163,8.49758470158106,7.0423476699315,20.5649704119708,100,1.11580825092212,20.0407,51216967,3.03973081360169,1.55107060116765
"31",27.6516378040139,106.636449622131,1.41185115924524,10.4295,197514541,3.97442540583816,3.02640427451763,8.68218528356981,105.553898922575,1.66557605252678,73.1684,1344130000,9.55083217886229,9.02717442496261,24.8190674818276,108.858360966367,2.70448355847068,23.3409,1250287939,5.2413150014405,3.89396604075158,16.7741469142541,105.017157732813,1.10325767555138,17.2456,52003759,3.28416814231139,1.72152807967618
"32",28.4161895711699,112.398549260784,1.37865646470437,7.3965,199287292,1.92115031836305,1.01451538276449,9.41062166230762,108.318908982374,1.69336816326385,68.9882,1350695000,7.86373644866194,7.33946899391793,25.2532528630264,118.995736617717,2.61816761903533,23.7785,1265780243,5.45638875293319,4.16567305221214,19.1470774807671,111.028280676843,1.1327931119157,18.844,52832659,2.21335480848441,0.609713208678642
"33",25.2386880187283,119.372104441451,1.32944608407492,6.9261,201035904,3.00484630505706,2.1089092772753,8.27093571385255,111.158001765192,1.70285509558016,72.7483,1357380000,7.766150097539,7.23540946971035,25.4656320192494,132.161037923262,2.54882567900998,21.6985,1280842119,6.38610640092348,5.13507450638791,18.0548689793399,117.441722873033,1.12327426203249,19.251,53687125,2.4852005003106,0.85408094733215
"34",25.7620070762948,126.927212865611,1.330244423168,10.4461,202763744,0.503955740242247,-0.352483145036089,8.55347386124636,113.294060199837,1.72868906768382,69.6951,1364270000,7.42576365645755,6.88322917897656,23.9797339670354,140.949086340153,2.54398250277129,18.7044,1295600768,7.41022760516408,6.18667951273602,20.1746758713212,124.64797065436,1.10943788284507,19.6882,54544184,1.84699160365716,0.246658178981889
"35",27.1538325435882,138.388614560103,1.36551715396161,9.6322,204471759,-3.54576339269425,-4.35147506527211,14.2695613788415,114.922122819496,1.75071776735043,61.6477,1371220000,7.04132887865481,6.49879213348869,23.696514446151,147.865420572581,2.45745060051391,17.0339,1310152392,7.99625378566586,6.79675906421701,16.5950628266886,130.268607265412,1.09918207478519,23.309,55386369,1.19373280124428,-0.344982326646033
"36",36.8474142653646,150.482594206408,1.34797541299482,10.5294,206163056,-3.27591690782192,-4.06941092530269,21.7514277795994,117.220567369674,1.77069571932743,56.6836,1378665000,6.84876220503246,6.27176269128802,25.2245942875245,155.182121475482,2.54315118788674,18.4264,1324517250,8.25630550178155,7.08222758310006,19.7263914032773,138.859306590936,1.06519964469914,20.6929,56207649,0.399087929556359,-1.0678968029804
"37",42.8752282705591,155.668786230018,1.41448561149999,9.6516,207833825,1.32286905485741,0.508337981256091,24.6253960943825,119.088050428682,1.74645507017874,60.4648,1386395000,6.94720079327288,6.35090474335061,23.2122743043379,160.346851524588,2.53146258766694,19.0838,1338676779,6.79538341898569,5.66578114881196,21.1404484358149,146.053721453082,1.03006055246802,18.8073,57009751,1.41451262585058,-0.0123447446757439
"38",44.0581941850788,161.373814183906,1.49420335261882,11.9847,209469320,1.78366676136979,0.988960032623581,27.3450993013416,121.558877866113,1.73953368321942,62.1403,1392730000,6.74977383247717,6.26420964040209,22.1075583699012,166.672644918068,2.43392206663758,19.9458,1352642283,6.53298901141864,5.43307745100874,21.001815062924,152.632824517809,0.984961398491524,21.1115,57792520,0.787055570495099,-0.578051587003173
"39",47.8517331116278,167.397860280061,1.40798851592398,13.9241,211049519,1.41115298507022,0.651853445819171,29.4081412434764,125.083154382075,1.7278278625043,57.0113,1397715000,5.94971423273162,5.57184082831787,23.7338192943164,172.878328310405,2.5191207637745,19.0381,1366417756,4.04155418650819,2.99266440570658,22.1461239509862,158.927937522187,0.978057396964981,18.6343,58558267,0.152583316664234,-1.1570787369786
"40",57.5794885477379,172.774291252888,1.43916822562215,12.5598,212559409,-4.05904827267295,-4.74055319539119,33.4840839751782,128.109443605623,1.74979577278881,52.6193,1402112000,2.29999999995441,1.97918889499289,29.4686815991774,184.328815085944,2.88267039974077,18.3511,1380004385,-7.9646104111382,-8.87073122264151,-0.544275674855546,164.05159152763,1.07419344292801,16.2724,59308690,-6.95960445218964,-8.13682911771798
